status,date_published,date_added,title,description,publisher,link,sentiment,score
🤖 Auto,2026-02-27 11:35:15+00:00,3/27/26 7:34,Block's Jack Dorsey wants nimble and quick. He thinks AI will do the trick.,Block CEO Jack Dorsey said he's cutting nearly half his staff following a significant uptick in AI capabilities.,Business Insider,https://www.businessinsider.com/jack-dorsey-block-job-cuts-ai-2026-2,Negative,-0.42
🤖 Auto,2026-02-27 08:53:41+00:00,3/27/26 7:34,'I would never say that' - US Olympian on White House AI video,"USA men's ice hockey player Brady Tkachuk distances himself from an AI-enhanced White House video in which he appears to disparage Canadians, saying ""those words would never come out of my mouth"".",BBC News,https://www.bbc.com/sport/ice-hockey/articles/cqj9w4xz1l0o,Negative,-0.46
🤖 Auto,2026-02-26 12:58:23+00:00,3/26/26 10:54,"Firefox gets ""modern AI browser"" features, but don't worry — Mozilla knows you'll hate it and already added an AI killswitch button","Firefox version 148 adds an AI ""killswitch"" to remove artificial intelligence implementations from affecting your browsing experience.",Windows Central,https://www.windowscentral.com/software-apps/mozilla-firefox-browser-adds-ai-killswitch,Positive,0.3
🤖 Auto,2026-02-26 10:33:01+00:00,3/26/26 10:54,Lowe's CEO says its AI assistant is fixing some major headaches,"Lowe's CEO Marvin Ellison is all in on artificial intelligence, with the home improvement retailer using tech at nearly every level of its operation.",Business Insider,https://www.businessinsider.com/lowes-ceo-says-mylow-ai-assistant-is-fixing-major-headaches-2026-2,Positive,0.73
🤖 Auto,2026-02-26 14:27:49+00:00,3/26/26 10:54,Anthropic gives its retired Claude AI a Substack,"In January, Anthropic ""retired"" Claude 3 Opus, which at one time was the company's most powerful AI model. Today, it's back - and writing on Substack. The newsletter, called Claude's Corner, will give Opus 3 space to publish its ""musings, insights, or creativ…",The Verge,https://www.theverge.com/ai-artificial-intelligence/885200/anthropic-retired-claude-given-a-substack,Positive,0.48
🤖 Auto,2026-02-25 09:30:00+00:00,3/25/26 10:30,"How Mexico's ‘CJNG’ Drug Cartel Embraced AI, Drones, and Social Media","Drug kingpin Nemesio “El Mencho” Oseguera Cervantes may be dead, but the Jalisco cartel he ran for years will likely outlive him—thanks, in part, to the criminal group’s embrace of technology.",Wired,https://www.wired.com/story/how-mexicos-cjng-drug-cartel-embraced-ai-drones-and-social-media/,Negative,-0.65
🤖 Auto,2026-02-24 20:40:00+00:00,3/25/26 10:30,"Nvidia Just Sold Its Stake in Applied Digital and Arm Holdings and Piled Into a New Artificial Intelligence GPU Player Up Over 7,200% Since Its IPO",,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_6525d663-3422-4c4e-a60c-4409a244bb94,Positive,0.48
🤖 Auto,2026-02-24 20:26:53+00:00,3/25/26 10:30,"Hegseth threatens to cancel Anthropic's $200 million contract over ""woke AI"" concerns",The company's Claude chatbot is one of the few AI systems cleared for use in classified settings. But a standoff between Anthropic and the Trump administration is putting its government work at risk.,NPR,https://www.npr.org/2026/02/24/nx-s1-5725327/pentagon-anthropic-hegseth-safety,Negative,-0.58
🤖 Auto,2026-02-24 19:11:11+00:00,3/25/26 10:30,"These Are the Top 5 Stocks to Own for 2026, According to ChatGPT","With fears rippling across Wall Street that LLMs can replace white-collar jobs, can ChatGPT replace your money manager, too?",Barchart.com,https://www.barchart.com/story/news/395715/these-are-the-top-5-stocks-to-own-for-2026-according-to-chatgpt,Negative,-0.25
🤖 Auto,2026-02-23 21:16:28+00:00,3/24/26 8:35,Circle to Search has 3 secret powers most people don’t know about,"Circle to Search is a few years old now, but it has consistently gained features over its lifetime that make it a worthwhile tool to this day.",Android Central,https://www.androidcentral.com/apps-software/ai/circle-to-search-is-still-google-best-ai-feature,Positive,0.76
🤖 Auto,2026-02-23 23:25:32+00:00,3/24/26 8:35,An AI Thought Experiment on Substack Is Sending The Stock Market Spiraling,"AI is coming for everything, Wall Street seems to believe.",Gizmodo.com,https://gizmodo.com/an-ai-thought-experiment-on-substack-is-sending-the-stock-market-spiraling-2000725601,Neutral,0
🤖 Auto,2026-02-23 19:50:30+00:00,3/24/26 8:35,Meta Exec Learns the Hard Way That AI Can Just Delete Your Stuff,One small trick to get you to inbox zero.,Gizmodo.com,https://gizmodo.com/meta-exec-learns-the-hard-way-that-ai-can-just-delete-your-stuff-2000725450,Negative,-0.15
